オクタン,きゅうばんのうでであいてにからみつく。うごけなくなったところをしとめるのだ。かなわないときはスミをはいてにげる。
デリバード,しっぽでエサをつつみもちはこぶポケモン。デリバードにエサをわけてもらったおかげでエベレストをのぼりきれたぼうけんかがいた。
マンタイン,はれたひにはうみのうえをゆうがにはねるマンタインのむれをみることができるよ。テッポウオがくっついていてもきにしない。
エアームド,ぜんしんがかたいヨロイにおおわれている。じそく300キロのスピードでそらをとびかたなのきれあじをもつハネできりさく。
デルビル,さまざまななきごえをつかいわけなかまとれんらくをとりあいえものをおいこんでいく。チームワークのみごとさはポケモンずいいち。
ヘルガー,あたまのツノがおおきくそりかえっているヘルガーがグループのリーダーてきそんざい。なかまどうしであらそいリーダーがきまる。
キングドラ,せいぶつのすまないしんかいにせいそくする。キングドラのあくびがさかまくかいりゅうをひきおこすとながいあいだしんじられてきた。
ゴマゾウ,かわのほとりにたてあなをほってくらす。すみかのちかくにはなのしるしをつけてじぶんのばしょだとなかまにおしえているよ。
ドンファン,からだをまるめてこうそくかいてんしながらあいてにとっしんするこうげきがとくい。ころがりはじめるとなかなかとまれなくなる。
ポリゴン２,にんげんがかがくのちからでつくりだした。じんこうちのうをもたせたのであたらしいしぐさやかんじょうをひとりでおぼえていく。
オドシシ,みごとなかたちのツノはびじゅつひんとしてたかくうれたためにぜつめつすんぜんまでらんかくされたことのあるポケモン。
ドーブル,しっぽのさきからにじみでるたいえきでなわばりのまわりにじぶんのマークをかく。5000しゅるいのマークがみつかっている。
バルキー,まいにちトレーニングしないとストレスがたまってしまうのでトレーナーはそだてるときスケジュールかんりにくふうがひつようだ。
カポエラー,こうそくかいてんしながらはなつキックはこうげきとぼうぎょをかねたみごとなわざ。あるくよりもかいてんしたほうがはやい。
ムチュール,げんきいっぱいうごきまわるがよくころぶ。むっくりおきあがるとみずうみのすいめんにかおをうつしてよごれていないかしらべる。
エレキッド,きんぞくにさわってからだにためたでんきがほうでんしてしまうとりょううでをぐるぐるまわしてふたたびでんきをためる。
ブビィ,きいろいほのおをくちからふいているときはけんこうなしょうこだがつかれているとくろいけむりがまざるようになるぞ。
ミルタンク,まいにち20リットルのミルクをだす。あまいミルクはおとなもこどももだいすき。にがてなひとはヨーグルトにしてたべている。
ハピナス,ふわふわのたいもうでかなしんでいるこころをキャッチするとどんなにとおくでもかけつけてえがおになるしあわせタマゴをわけてあげる。
ライコウ,かみなりのスピードをやどしたポケモン。そのとおぼえはかみなりがおちたときのようにくうきをふるわせだいちをゆるがす。
エンテイ,マグマのじょうねつをやどしたポケモン。かざんのふんかからうまれたとかんがえられすべてをやきつくすほのおをふきあげる。
スイクン,わきみずのやさしさをやどしたポケモン。すべるようなみのこなしでだいちをはしりにごったみずをきよめるちからをもつ。
ヨーギラス,ちちゅうふかくでうまれるヨーギラスはつちをたべつくしてちじょうへでないとおやのかおをみることができないのだ。
サナギラス,たいないでつくりだしたガスをあっしゅくしていきおいよくふんしゃすることでとんでいく。こうてつにぶつかってもへいきなボディだ。
バンギラス,じぶんのすみかをつくるためにやまひとつくずしてしまうほどのつよいパワーをもつ。たたかうあいてをもとめてやまをさまよう。
ルギア,つばさをかるくはばたかせただけでみんかをふきとばすはかいりょくをもっているためにかいていでひとしれずくらすようになった。
ホウオウ,ひかりのあたるかくどによってなないろにかがやくハネはしあわせをもたらすという。にじのふもとにすむといわれている。
セレビィ,ときをこえみらいからやってきたポケモン。セレビィがすがたをあらわすかぎりあかるいみらいがまっているとかんがえられている。
キモリ,あしのうらのちいさなトゲをひっかけてすいちょくのカベをのぼることができる。ふといしっぽをたたきつけてこうげきする。
ジュプトル,からだからはえたはっぱはもりのなかでてきからすがたをかくすときにべんり。みつりんにくらすきのぼりのめいしゅ。
ジュカイン,からだにはえたはっぱはするどいきれあじ。すばやいみのこなしできのえだをとびまわりてきのずじょうやはいごからおそいかかるぞ。
アチャモ,トレーナーにくっついてちょこちょこあるく。くちからとばすほのおはせっし1000ど。あいてをくろコゲにするしゃくねつのたまだ。
ワカシャモ,のやまをはしりまわってあしこしをきたえる。スピードとパワーをかねそなえたあしは1びょうかんに10ぱつのキックをくりだす。
バシャーモ,たたかいになるとてくびからしゃくねつのほのおをふきあげゆうかんにいどみかかる。あいてがてごわいほどはげしくもえあがる。
ミズゴロウ,あたまのひれはとてもびんかんなレーダー。みずやくうきのうごきからめをつかわずにまわりのようすをキャッチすることができる。
ヌマクロー,ちじょうでもせいかつできるようにからだのひょうめんをうすいねんまくがつつんでいる。しおのひいたかいがんでどろあそびをする。
ラグラージ,おもさ1トンいじょうあるいわのかたまりをかるがるひっぱるパワーをもつポケモンだ。にごったすいちゅうもみとおすしりょく。
ポチエナ,うごくものをみつけるとすぐにかみつく。えものがヘトヘトになるまでおいかけまわすがはんげきされるとしりごみすることもあるよ。
グラエナ,どうもうなうなりごえをあげながらしせいをひくくしているときはこうげきのまえぶれ。するどくとがったキバでがぶりとかみつく。
ジグザグマ,いつもあっちこっちへジグザグあるくのはこうきしんがとてもつよくてめにうつるいろんなものにきょうみをもつからだ。
マッスグマ,まっすぐにつっぱしりしょうがいぶつがあるときはちょっかくにおれまがってよける。ゆるやかにカーブしたみちがとてもにがて。
ケムッソ,おしりのトゲできのかわをはがしてしみだしたじゅえきをしょくりょうにする。きゅうばんのあしはガラスでもすべらない。
カラサリス,おちないようにいとをえだにまきつけてからだをささえながらしんかをまっている。ちいさなあなからそとのようすをうかがう。
アゲハント,あまいかふんがだいこうぶつのポケモン。はなをつけたはちうえをまどべにおけばかふんをあつめにかならずとんでくるよ。
マユルド,マユルドのからだはくちからだしたほそいいとがからだをつつみかたくなったもの。マユのなかでしんかのじゅんびをしている。
ドクケイル,あかりにひきよせられるしゅうせいをもつ。まちあかりにさそわれたドクケイルのむれががいろじゅのはっぱをたべちらかしてしまう。
ハスボー,いけやみずうみのすいめんにういてくらす。はっぱがかれるとよわってしまうがきれいなみずをもとめてたまにりくちをいどうする。
ハスブレロ,ゆうぐれになるとかつどうするやこうせい。つりびとをみかけるとすいちゅうからいとをひっぱりジャマをしてはよろこんでいる。
ルンパッパ,ようきなおんがくをみみにするとおどりだす。ハイキングをしているこどものがっしょうにさそわれてすがたをあらわすといわれている。
タネボー,あたまのてっぺんをきのえだにくっつけてぶらさがりながらすいぶんをすいとっている。みずをのむほどからだがツヤツヤひかる。
コノハナ,うっそうとしげったもりにすむポケモン。たまにもりをでてはひとをおどろかせる。ながいはなをつかまれるのはだいきらい。
ダーテング,じゅれい1000ねんをこえたたいぼくのてっぺんにすむといわれるなぞのポケモン。はっぱのうちわできょうふうをまきおこす。
スバメ,どんなつよいあいてでもゆうかんにいどむ。まけてもへこたれないこんじょうのもちぬし。おなかがすくとおおごえでないてしまう。
オオスバメ,はるかじょうくうをえんをえがくようにとびまわりえものをみつけるときゅうこうか。あしのツメでがっしりつかんでにがさない。
キャモメ,エサやだいじなものをくちばしにはさみいろんなばしょにかくすしゅうせいをもつ。かぜにのってすべるようにそらをとぶ。
ペリッパー,ちいさなポケモンやタマゴをクチバシにいれてはこぶそらのはこびやだ。うみべのけわしいがけにすをつくる。
ラルトス,あたまのツノでひとのきもちをかんじとる。ひとまえにはめったにすがたをあらわさないがまえむきなきもちをキャッチするとちかよる。
キルリア,トレーナーのあかるいかんじょうにふれているキルリアはうつくしくせいちょうするという。はったつしたのうでサイコパワーをあやつる。
サーナイト,みらいをよちするのうりょくでトレーナーのきけんをさっちしたときさいだいパワーのサイコエネルギーをつかうといわれている。
アメタマ,つまさきからあぶらがにじみでているのでみずのうえをすべるようにあるけるのだ。いけやみずうみのびせいぶつをたべている。
アメモース,しょっかくのめだまもようでてきをいかく。4まいのはねをつかいヘリコプターのようにくうちゅうでぜんごさゆうじゆうにすすめる。
キノココ,ふかいもりのしめったじめんにせいそく。おちばのしたでじっとしていることがおおい。おちばがつもってできたふようどをたべる。
キノガッサ,かろやかなフットワークでてきにちかづきのびちぢみするうででパンチをくりだす。ボクサーかおまけのテクニックのもちぬし。
ナマケロ,1にち20じかんいじょうねそべっている。ほとんどからだをうごかさないのではっぱを3まいたべれば1にちのしょくじがおわる。
ヤルキモノ,いつもあばれたくてウズウズしている。1ぷんでもすわっていることがたえられない。うごいていないとストレスがたまってしまう。
ケッキング,1にちじゅうねそべったままくらすポケモン。てのとどくばしょにはえているくさをたべくさがなくなるとしぶしぶばしょをかえる。
ツチニン,なんねんもまっくらなつちのなかでくらす。きのねっこからえいようをきゅうしゅうしてじっとうごかずしんかのときをまっている。
テッカニン,こうそくでうごきまわりすがたがみえない。なきごえしかきこえてこないのでながいあいだとうめいなポケモンとかんがえられていた。
ヌケニン,かたいからだはぴくりともうごかない。せなかからからだのくうどうをのぞくとたましいをすいとられるとしんじられている。
ゴニョニョ,ふだんはちゅういしないとききとれないくらいちいさなこえだがきけんをさっちするとずつうをおこすほどのおおごえでなきだす。
ドゴーム,もくぞうのいえをコナゴナにふきとばすほどのおおごえをだしてあいてをいためつける。まるいみみがスピーカーのはたらきをする。
バクオング,おおごえのしんどうでじしんをおこす。からだのあなからくうきをはげしくすいこみはじめたらおおごえをだすまえぶれだ。
マクノシタ,なんかいたおされてもあきらめずたちあがる。たちあがるたびしんかするためのエネルギーがからだのなかにどんどんたくわえられていく。
ハリテヤマ,いろんなばしょではりてのけいこにはげむ。きょうれつなはりてこうげきをくらうとでんしんばしらもいちげきでまっぷたつだ。
ルリリ,なげなわのようりょうでしっぽをふりまわしなげたときのちからでとんでいく。さいこう10メートルとんだきろくがある。
ノズパス,じしゃくのはなはいつもきたをむいている。ノズパスどうしはじしゃくがはんぱつしあうためちかくでかおをあわせることができない。
エネコ,うごくものをみつけるとむちゅうになっておいかけまわすしゅうせいをもつポケモン。じぶんのシッポをおいかけてめをまわす。
エネコロロ,マイペースでじゆうきままなくらしをこのむ。きのむくままエサをたべたりねむったりしているので1にちのリズムがバラバラだ。
ヤミラミ,どうくつのおくでひっそりとせいかつする。くらやみでひとみがあやしくかがやくときひとのたましいをうばうとおそれられている。
クチート,はがねのツノがへんけいしたおおきなあご。おとなしそうなかおにゆだんをしているととつぜんふりむきバクリとかみつかれるぞ。
ココドラ,はがねのからだをつくるためてっこうせきをやまからほりだしてたべているがたまにはしやレールをたべてしまうこまりものだ。
コドラ,えいようまんてんのわきみずをおなかいっぱいのむことではがねのからだがきたえられる。おいしいわきみずのちかくにすをつくる。
ボスゴドラ,やまひとつをじぶんのなわばりにしていてあらしたあいてはようしゃなくたたきのめす。いつもやまのなかをみまわりしている。
アサナン,やまおくでヨガのしゅぎょうをしている。めいそうをしていてもしゅうちゅうりょくがとぎれてしまうためしゅぎょうはおわらない。
チャーレム,めいそうすることでからだのエネルギーがたかまりだい6かんがするどくなるという。のやまといったいになってけはいをけす。
ラクライ,ながいたいもうにでんきをためている。でんりゅうであしのきんにくをしげきしてばくはつてきなしゅんぱつりょくをうみだす。
ライボルト,たてがみからいつもほうでんしているためひばなでやまかじをおこしてしまうことも。たたかいになるとかみなりぐもをつくりだす。
プラスル,いつもなかまをおうえんしているポケモン。なかまががんばるとからだをショートさせてパチパチとひばなのおとをたててよろこぶ。
マイナン,じぶんよりもなかまのおうえんがだいじ。からだからはっするでんきをショートさせてはでにひばなをだしながらおうえんするぞ。
バルビート,ひがくれるとしっぽからひかりをだしてあかるさやてんめつでなかまとかいわする。イルミーゼのあまいかおりにひきよせられる。
イルミーゼ,あまいかおりでバルビートをひきよせる。たくさんあつまったバルビートをゆうどうしてよぞらにきかがくてきなずけいをえがくぞ。
ロゼリア,りょうてのはなをねらうあいてにはするどいトゲをとばしてこうげきする。はなのかおりはきもちをなごませる。
ゴクリン,からだのほとんどがいぶくろでできているのでじぶんとおなじおおきさのものものみこむ。とくしゅないえきでなんでもしょうかするぞ。
マルノーム,えものをみつけるとけあなからもうどくのたいえきをふきだしてあびせかけるぞ。よわったところをおおきなくちでペロリ。
キバニア,はったつしたアゴとするどくとがったキバはふなぞこをかみちぎるほどのはかいりょく。キバニアにおそわれしずんだふねはおおい。
サメハダー,うみのギャングとよばれおそれられている。おれてもすぐにはえかわるキバをもちおおがたタンカーも1ぴきでバラバラにする。
ホエルコ,めのうえについているはなのあなからからだにためたかいすいをふきだしひとをおどろかすのがだいすきなポケモンだ。
ホエルオー,みつかったなかではさいだいのポケモン。おおうなばらをゆったりとおよぎおおきなくちでいっきにたいりょうのエサをたべる。
ドンメル,たたかれてもきがつかないにぶさだがくうふくは1びょうでもがまんできない。からだのなかではマグマがにえたぎっている。
バクーダ,からだのなかにかざんをもつポケモンだ。からだにたまったせっし1まんどのマグマをときどきせなかのコブからふきあげている。
コータス,やまをほってせきたんをみつけてはせっせとこうらのくうどうにいれてもやすポケモン。おそわれるとくろいけむりをだしてにげる。
バネブー,シッポでびょんびょんとびはねるポケモン。とびはねるしんどうでしんぞうをうごかしているのでとびはねることはやめられないのだ。
ブーピッグ,サイコパワーのはどうをくろしんじゅでつよめじゆうじざいにあいてをあやつるポケモン。ちからをつかうときはないきがあらくなるぞ。
パッチール,よのなかにいるパッチールはみんなちがうところにブチもようがあるといわれている。おぼつかないあゆみがおどりのようにみえる。
ナックラー,すりばちじょうのすあなのそこでじっとえものがおちてくるのをまちつづけている。おおきなアゴはいわをもくだくいりょく。
ビブラーバ,2まいのハネをはげしくしんどうさせてちょうおんぱをだしえものをきぜつさせる。にんげんもずつうをおこすほどのいりょく。
フライゴン,さばくのせいれいとよばれるポケモン。ハネのはばたきですなをまいあげるためとんでいるときはいつもすなあらしのなか。
サボネア,さばくなどかんそうしたちいきにせいそく。つよいはなのかおりでえものをさそいこみするどいからだのトゲをとばしてしとめる。
ノクタス,さばくのひざしですいぶんをうしなわないようにひるまはじっとたちつくしている。きおんのさがるよるにかつどうをはじめる。
チルット,わたぐものようなふさふさのつばさをもつ。ひとをこわがらずわたのぼうしみたいにあたまにちょこんとのっかるポケモンだ。
チルタリス,わたぐもにまぎれておおぞらをまう。すきとおったこえでメロディをさえずればみみにしたものはうっとりゆめごこち。
ザングース,しゅくてきハブネークとのたたかいのきおくがからだじゅうのさいぼうにきざみこまれている。びんしょうなみのこなしでこうげきをかわす。
ハブネーク,せんぞだいだいザングースとたたかってきた。からだのキズははげしいたたかいのしるし。するどいきれあじのしっぽでこうげきするぞ。
ルナトーン,いんせきのおちたばしょからみつかったためうちゅうからやってきたポケモンというせつもあるがまだしょうめいされていない。
ソルロック,うちゅうからおちてきたといわれるしんしゅ。くうちゅうにうかびおともなくいどうする。たたかいになるとつよいひかりをはなつ。
ドジョッチ,びんかんなヒゲはすぐれたレーダーだ。ドロのなかから2ほんのヒゲだけをだしてえものがちかよってくるのをまちかまえている。
ナマズン,なわばりいしきがとてもつよいポケモン。おおきなぬまぜんぶをなわばりにしている。てきがちかづくとあばれてじしんをおこす。
ヘイガニ,もともとがいこくにすんでいたポケモンをペットとしてつれてきたものがやせいかした。せいめいりょくがつよいのでどんどんふえた。
シザリガー,すぐにたたかいをいどむきしょうのあらさ。シザリガーのすむいけにはほかのいきものがすみつかずさみしいばしょになってしまう。
ヤジロン,いっぽんあしでかいてんしながらいどうする。ヤジロンとにんげんがいっしょにくらすこだいのへきががいせきからはっけんされた。
ネンドール,こだいじんのどろにんぎょうがかいこうせんをあびてせいめいをやどしたといわれている。くうちゅうにういていどうしている。
リリーラ,やく1おくねんまえにぜつめつしたポケモン。かいていのいわにくっつきはなびらのようなしょくしゅでよってきたえものをつかまえる。
ユレイドル,うみのそこでエサをさがしてあるきまわる。きのえだのようなくびをじざいにのばして8まいのしょくしゅでえものをつかまえる。
アノプス,たいこのかせきからよみがえったポケモン。あたたかいうみにせいそくしはったつした2ほんのツメでえものをがっちりつかむ。
アーマルド,こうらはあらゆるこうげきをはねかえす。のびちぢみするきょだいな2ほんのツメはてっぱんをくしざしにするほどのいりょくだ。
ヒンバス,うまれつきヒレがボロボロでみっともないためだれにもあいてにされないポケモンだ。うみとかわのどちらでもせいかつできる。
ミロカロス,もっともうつくしいポケモンといわれている。いかりやにくしみのこころをいやしてあらそいをしずめるちからをもっている。
ポワルン,てんきによってすがたがかわるポケモン。ちいさいからだをまもるためにだいしぜんのおおきなパワーをつかえるようになった。
カクレオン,からだのいろをじざいにかえることでまわりのけしきにとけこむことができる。おなかのギザギザもようだけはかえられない。
カゲボウズ,ねたみうらみのかんじょうにひきよせられる。だれかをうらむこころがつよくなるとカゲボウズがのきしたにずらりとならぶぞ。
ジュペッタ,じぶんのからだをはりでキズつけるときつよいのろいのエネルギーがはっせいする。もとはすてられたかわいそうなぬいぐるみ。
ヨマワル,どんなにあついカベもとおりぬける。ねらわれたらさいごあさひがのぼるまでずっとおいかけられることになるぞ。
サマヨール,からだのなかみはくうどうでなにもない。ブラックホールのようになんでもすいこみすいこまれるともどってこれないといわれる。
トロピウス,くびのフサはあまくてこどもにだいにんき。くだものがだいこうぶつでたべつづけていたらくびにくだものができるようになったらしい。
チリーン,こえをからだのくうどうにはんきょうさせる。おこったときのなきごえはてきをふきとばすいりょくをもったちょうおんぱになるぞ。
アブソル,アブソルがひとまえにあらわれるとかならずじしんやつなみなどのさいがいがおこったのでわざわいポケモンというべつめいでよばれた。
ソーナノ,いつもニコニコえがおのソーナノ。おこっているときはしっぽにちゅうもく。じめんをパタパタたたいているぞ。
ユキワラシ,ゆきのおおいとちでくらすポケモン。はるやなつのゆきのふらないきせつにはしょうにゅうどうのおくでしずかにくらす。
オニゴーリ,いわのからだをこおりのよろいでかためた。くうきちゅうのすいぶんをこおらせてじゆうなかたちにかえるのうりょくをもつポケモン。
タマザラシ,あるくよりころがるほうがだんぜんはやい。しょくじのじかんはみんながいっせいにてをたたいてよろこぶのでけっこううるさいのだ。
トドグラー,はじめてめにしたものはかならずはなでクルクルまわしてみるしゅうせいをもつ。タマザラシをまわしてあそぶことがある。
トドゼルガ,はったつした2ほんのキバは10トンもあるひょうざんをいちげきでふんさいする。しぼうがぶあつくひょうてんかでもへいき。
パールル,がんじょうなカラはみをまもるだけではなくえものをはさんでつかまえることもできる。そだったパールルのかいがらはキズだらけ。
ハンテール,とてもふかいうみのそこにすんでいるためながいあいだひとにみつからなかった。くらいしんかいでもよくみえるめをもつ。
サクラビス,みなみのしんかいにせいそくするポケモン。しんかいのすいあつにきたえられたからだはちょっとのこうげきではキズもつかない。
ジーランス,1おくねんのながいあいだまったくすがたがかわらずにしんかいでくらしていたポケモン。はのないくちでびせいぶつだけをたべる。
ラブカス,ねったいのあさいうみでくらしている。カップルをみつけるとうしろにくっついておよぐことからこのなまえがつけられた。
タツベイ,おおぞらをとぶことをゆめみてくりかえしだんがいからとびおりているうちにあたまがきたえられこうてつのようにかたくなった。
コモルー,かたいカラのないぶはさいぼうがへんかしてあたらしいからだをつくっているさいちゅう。カラがとてもおもいのでうごきはにぶいぞ。
ボーマンダ,つばさがほしいとつよくおもいつづけてきたけっかからだのさいぼうがとつぜんへんいをおこしみごとなつばさがはえてきたという。
ダンバル,からだのなかではけつえきのかわりにきょうりょくなじりょくがめぐっている。じりょくのはどうでなかまとかいわする。
メタング,2ひきのダンバルががったいしたすがた。2つののうをじりょくのしんけいがむすぶことでつよいサイコエネルギーをうみだす。
メタグロス,4つののうみそはスーパーコンピュータよりもはやくむずかしいけいさんのこたえをだす。4ほんあしをおりたたみくうちゅうにうかぶ。
レジロック,むかしひとにふういんされたポケモン。たたかいでからだがくずれるとじぶんであたらしいいわをさがしてなおすという。
レジアイス,ひょうがじだいにつくられたこおりのからだはほのおでもとかすことができない。マイナス200どのれいきをあやつる。
レジスチル,どんなきんぞくよりもかたいからだをもつ。からだのなかはくうどうになっているらしくたべているものもわからないポケモンだ。
ラティアス,にんげんのこころをびんかんにかんじとる。てきいをキャッチするとぜんしんのはねをさかだててはげしくなきごえでいかくする。
ラティオス,みたものやかんがえたイメージをあいてにえいぞうとしてみせるのうりょくをもつ。にんげんのことばをりかいすることができる。
カイオーガ,そらいちめんをおおうあまぐもをつくりだしおおあめをふらせるちからをもつポケモン。かんばつにくるしむひとびとをすくった。
グラードン,だいちをもりあげてたいりくをひろげたポケモンとしんわでかたりつがれている。カイオーガとしとうのすえねむりについた。
レックウザ,なんおくねんもオゾンそうのなかをとびつづけけっしてちじょうにはおりてこないポケモン。くうきちゅうのチリとみずをたべるらしい。
ジラーチ,めざめたときあたまのたんざくにかかれたねがいをかなえるというでんせつをもつ。きけんをかんじるとねむったままたたかう。
デオキシス,レーザーをあびたうちゅうウィルスのDNAがとつぜんへんいをおこしてうまれたポケモン。むねのすいしょうたいがのうみそらしい。
